spec.name.ORIG,species_new,genus,family
Gentiana prostrata,Gentiana prostrata,Gentiana,Gentianaceae
Gentiana pumila,Gentiana pumila,Gentiana,Gentianaceae
Gentiana punctata,Gentiana punctata,Gentiana,Gentianaceae
Gentiana purpurea,Gentiana purpurea,Gentiana,Gentianaceae
Gentiana pyrenaica,Gentiana pyrenaica,Gentiana,Gentianaceae
Gentiana riparia,Gentiana riparia,Gentiana,Gentianaceae
Gentiana rostanii,Gentiana rostanii,Gentiana,Gentianaceae
Gentiana saponaria,Gentiana saponaria,Gentiana,Gentianaceae
Gentiana scabra,Gentiana scabra,Gentiana,Gentianaceae
Gentiana scabrida,Gentiana scabrida,Gentiana,Gentianaceae
Gentiana sedifolia,Gentiana sedifolia,Gentiana,Gentianaceae
Gentiana septemfida,Gentiana septemfida,Gentiana,Gentianaceae
Gentiana sino-ornata,Gentiana sino-ornata,Gentiana,Gentianaceae
Gentiana squarrosa,Gentiana squarrosa,Gentiana,Gentianaceae
Gentiana straminea,Gentiana straminea,Gentiana,Gentianaceae
Gentiana terglouensis,Gentiana terglouensis,Gentiana,Gentianaceae
Gentiana uniflora,Gentiana uniflora,Gentiana,Gentianaceae
Gentiana utriculosa,Gentiana utriculosa,Gentiana,Gentianaceae
Gentiana veitchiorum,Gentiana veitchiorum,Gentiana,Gentianaceae
Gentiana verna,Gentiana verna,Gentiana,Gentianaceae
Gentiana vernayi,Gentiana vernayi,Gentiana,Gentianaceae
Gentiana villosa,Gentiana villosa,Gentiana,Gentianaceae
Gentiana waltonii,Gentiana waltonii,Gentiana,Gentianaceae
Gentiana zollingeri,Gentiana zollingeri,Gentiana,Gentianaceae
Gentianella amarella,Gentianella amarella,Gentianella,Gentianaceae
Gentianella androsacea,Gentianella androsacea,Gentianella,Gentianaceae
Gentianella anisodonta,Gentianella anisodonta,Gentianella,Gentianaceae
Gentianella anomala,Gentianella anomala,Gentianella,Gentianaceae
Gentianella aspera,Gentianella aspera,Gentianella,Gentianaceae
Gentianella atrata,Gentianella atrata,Gentianella,Gentianaceae
Gentianella aurea,Gentianella aurea,Gentianella,Gentianaceae
Gentianella austriaca,Gentianella austriaca,Gentianella,Gentianaceae
Gentianella azurea,Gentianella azurea,Gentianella,Gentianaceae
Gentianella bellidifolia,Gentianella bellidifolia,Gentianella,Gentianaceae
Gentianella bulgarica,Gentianella bulgarica,Gentianella,Gentianaceae
Gentianella campestris,Gentianella campestris,Gentianella,Gentianaceae
Gentianella cerastioides,Gentianella cerastioides,Gentianella,Gentianaceae
Gentianella cernua,Gentianella cernua,Gentianella,Gentianaceae
Gentianella corymbifera,Gentianella corymbifera,Gentianella,Gentianaceae
Gentianella corymbosa,Gentianella corymbosa,Gentianella,Gentianaceae
Gentianella dasyantha,Gentianella dasyantha,Gentianella,Gentianaceae
Gentianella divisa,Gentianella divisa,Gentianella,Gentianaceae
Gentianella fastigiata,Gentianella fastigiata,Gentianella,Gentianaceae
Gentianella foliosa,Gentianella foliosa,Gentianella,Gentianaceae
Gentianella germanica,Gentianella germanica,Gentianella,Gentianaceae
Gentianella gibbsii,Gentianella gibbsii,Gentianella,Gentianaceae
Gentianella grisebachii,Gentianella grisebachii,Gentianella,Gentianaceae
Gentianella heterosepala,Gentianella heterosepala,Gentianella,Gentianaceae
Gentianella hyssopifolia,Gentianella hyssopifolia,Gentianella,Gentianaceae
Gentianella limoselloides,Gentianella limoselloides,Gentianella,Gentianaceae
Gentianella lineata,Gentianella lineata,Gentianella,Gentianaceae
Gentianella liniflora,Gentianella liniflora,Gentianella,Gentianaceae
Gentianella lutescens,Gentianella lutescens,Gentianella,Gentianaceae
Gentianella montana,Gentianella montana,Gentianella,Gentianaceae
Gentianella multicaulis,Gentianella multicaulis,Gentianella,Gentianaceae
Gentianella nana,Gentianella nana,Gentianella,Gentianaceae
Gentianella nevadensis,Gentianella nevadensis,Gentianella,Gentianaceae
Gentianella nummularifolia,Gentianella nummularifolia,Gentianella,Gentianaceae
Gentianella oellgaardii,Gentianella oellgaardii,Gentianella,Gentianaceae
Gentianella parviflora,Gentianella parviflora,Gentianella,Gentianaceae
Gentianella patula,Gentianella patula,Gentianella,Gentianaceae
Gentianella pilosa,Gentianella pilosa,Gentianella,Gentianaceae
Gentianella propinqua,Gentianella propinqua,Gentianella,Gentianaceae
Gentianella pygmaea,Gentianella pygmaea,Gentianella,Gentianaceae
Gentianella quinquefolia,Gentianella quinquefolia,Gentianella,Gentianaceae
Gentianella rapunculoides,Gentianella rapunculoides,Gentianella,Gentianaceae
Gentianella rupicola,Gentianella rupicola,Gentianella,Gentianaceae
Gentianella saxifragoides,Gentianella saxifragoides,Gentianella,Gentianaceae
Gentianella setipes,Gentianella setipes,Gentianella,Gentianaceae
Gentianella sibirica,Gentianella sibirica,Gentianella,Gentianaceae
Gentianella sulphurea,Gentianella sulphurea,Gentianella,Gentianaceae
Gentianella turkestanorum,Gentianella turkestanorum,Gentianella,Gentianaceae
Gentianella uliginosa,Gentianella uliginosa,Gentianella,Gentianaceae
Gentianopsis barbata,Gentianopsis barbata,Gentianopsis,Gentianaceae
Gentianopsis ciliata,Gentianopsis ciliata,Gentianopsis,Gentianaceae
Gentianopsis detonsa,Gentianopsis detonsa,Gentianopsis,Gentianaceae
Gentianopsis paludosa,Gentianopsis paludosa,Gentianopsis,Gentianaceae
Gentianopsis thermalis,Gentianopsis thermalis,Gentianopsis,Gentianaceae
Geocaryum capillifolium,Geocaryum capillifolium,Geocaryum,Apiaceae
Geocaryum cynapioides,Geocaryum cynapioides,Geocaryum,Apiaceae
Geocaulon lividum,Geocaulon lividum,Geocaulon,Santalaceae
Geochloa decora,Geochloa decora,Geochloa,Poaceae
Geoffroea decorticans,Geoffroea decorticans,Geoffroea,Fabaceae
Geoffroea spinosa,Geoffroea spinosa,Geoffroea,Fabaceae
Geonoma chococola,Geonoma chococola,Geonoma,Arecaceae
Geonoma congesta,Geonoma congesta,Geonoma,Arecaceae
Geonoma cuneata,Geonoma cuneata,Geonoma,Arecaceae
Geonoma deversa,Geonoma deversa,Geonoma,Arecaceae
Geonoma elegans,Geonoma elegans,Geonoma,Arecaceae
Geonoma ferruginea,Geonoma ferruginea,Geonoma,Arecaceae
Geonoma interrupta,Geonoma interrupta,Geonoma,Arecaceae
Geonoma laxiflora,Geonoma laxiflora,Geonoma,Arecaceae
Geonoma longivaginata,Geonoma longivaginata,Geonoma,Arecaceae
Geonoma macrostachys,Geonoma macrostachys,Geonoma,Arecaceae
Geonoma maxima,Geonoma maxima,Geonoma,Arecaceae
Geonoma orbignyana,Geonoma orbignyana,Geonoma,Arecaceae
Geonoma pohliana,Geonoma pohliana,Geonoma,Arecaceae
Geonoma schottiana,Geonoma schottiana,Geonoma,Arecaceae
Geonoma stricta,Geonoma stricta,Geonoma,Arecaceae
Geonoma undata,Geonoma undata,Geonoma,Arecaceae
Geophila obvallata,Geophila obvallata,Geophila,Rubiaceae
Geophila repens,Geophila repens,Geophila,Rubiaceae
Geranium aculeolatum,Geranium aculeolatum,Geranium,Geraniaceae
Geranium albiflorum,Geranium albiflorum,Geranium,Geraniaceae
Geranium antisanae,Geranium antisanae,Geranium,Geraniaceae
Geranium arabicum,Geranium arabicum,Geranium,Geraniaceae
Geranium arachnoideum,Geranium arachnoideum,Geranium,Geraniaceae
Geranium argenteum,Geranium argenteum,Geranium,Geraniaceae
Geranium asphodeloides,Geranium asphodeloides,Geranium,Geraniaceae
Geranium ayavacense,Geranium ayavacense,Geranium,Geraniaceae
Geranium berteroanum,Geranium berteroanum,Geranium,Geraniaceae
Geranium bicknellii,Geranium bicknellii,Geranium,Geraniaceae
Geranium biuncinatum,Geranium biuncinatum,Geranium,Geraniaceae
Geranium bohemicum,Geranium bohemicum,Geranium,Geraniaceae
Geranium caeruleatum,Geranium caeruleatum,Geranium,Geraniaceae
Geranium caespitosum,Geranium caespitosum,Geranium,Geraniaceae
Geranium campii,Geranium campii,Geranium,Geraniaceae
Geranium carolinianum,Geranium carolinianum,Geranium,Geraniaceae
Geranium chilloense,Geranium chilloense,Geranium,Geraniaceae
Geranium cinereum,Geranium cinereum,Geranium,Geraniaceae
Geranium collinum,Geranium collinum,Geranium,Geraniaceae
Geranium columbinum,Geranium columbinum,Geranium,Geraniaceae
Geranium core-core,Geranium core-core,Geranium,Geraniaceae
Geranium dahuricum,Geranium dahuricum,Geranium,Geraniaceae
Geranium diffusum,Geranium diffusum,Geranium,Geraniaceae
Geranium dissectum,Geranium dissectum,Geranium,Geraniaceae
